,Tweet,Avg,totalwords,word_count,char_count,avg_word,stopwords,hastags,numerics,upper,Sentiment
743,ha thepartycow well well motorola using twitter fire back news go adambain pictwittercommh4qf0dam0,-0.2,17,17,131,6.764705882352941,2,0,0,0,Negative
744,watched someone give presentation morning ipad unlock pw key presses illuminated screen,-0.2,23,23,136,4.956521739130435,10,0,0,0,Negative
745,yo update allow u access call history phone,-0.2,18,18,89,4.0,9,0,0,0,Negative
746,time released 075,-0.2,7,7,42,5.142857142857143,2,0,0,0,Negative
747,silly microsoft making fun wont sell products makes look desperate desperate bad strategy,-0.2,20,21,123,5.15,6,0,0,0,Negative
748,barackobama laugh think pictwittercomom0lzdgirs httpnblogsp1hle,-0.2,12,12,102,7.583333333333333,5,0,0,0,Negative
749,wheres pictwittercomdnxoecpq3t,-0.2,3,3,41,13.0,0,0,0,0,Negative
750,dave1010 nsa iphone5c ready receive biometrics sir,-0.2,12,12,72,5.083333333333333,3,0,0,0,Negative
751,rt ichooseblackberry10 httpbitly17skerj iphone5s ipadmini jimmykimmel bb10 blackberry qnx z10 lol,-0.2,15,37,153,7.8,2,8,0,5,Negative
752,since teases us phone weeks buy payment phone,-0.2,24,24,115,3.8333333333333335,13,0,0,1,Negative
753,talked today looks like another week computer back,-0.2,15,15,79,4.333333333333333,3,0,0,1,Negative
754,menos mal que compre bitcoins en lugar de acciones de lol,-0.2,12,12,65,4.5,0,0,0,0,Negative
755,care protection onzin voor veel geld bij ivizi_apr macbook gekocht nu harde schijf kapot maar geen garantie door deukjes fail,-0.2,22,22,138,5.318181818181818,1,1,0,0,Negative
756,doubles incredibly risky business strategy httpowlyomtwz,-0.2,11,11,83,6.636363636363637,0,2,0,0,Negative
757,discontinues cards app printing service recommends using iphoto instead httphtlyopzps,-0.2,12,12,105,7.833333333333333,1,1,0,0,Negative
758,iphone5s go nsa,-0.2,17,17,101,5.0,0,1,0,1,Negative
759,banned iphone 5s promo httpyoutubefzg4bcak064,-0.2,6,7,59,8.833333333333334,0,1,0,1,Negative
760,verizon wireless need figure iphone roll take care business,-0.2,17,17,94,4.588235294117647,7,0,0,0,Negative
761,im worried gmail tabs iphone 5sc email announcement landed updates tab gmailapocalypse,-0.2,20,20,123,5.2,5,1,0,0,Negative
762,nonauthorized guy replaced ipad wifi antenna 50 lunch asia genius,-0.2,17,17,102,5.0588235294117645,4,2,0,1,Negative
763,lot people said iphone 5s5c contain major innovations maybe need adjust shallowness,-0.2,24,24,137,4.75,11,0,0,1,Negative
764,new heck switch destructions dont say help pictwittercomepn891eak7,-0.2,19,19,114,5.052631578947368,8,1,0,1,Negative
765,muldoonpatrick appstore appletweets must time switch avidprotools ive never problem avidprotools cust serv,-0.2,20,20,140,6.05,6,0,0,0,Negative
766,want microsoft google facebook stop taking cheap potshots tell us product good,-0.2,24,24,139,4.833333333333333,6,0,0,1,Negative
767,turns c apples iphone 5c doesnt stand cheaper iphone httplnkdinbmwsyrr,-0.4,16,17,111,5.9375,5,1,0,0,Negative
768,2013 cant highlight text uncapitalize like guys even,-0.4,18,18,99,4.555555555555555,6,0,1,1,Negative
769,tf update,-0.4,7,7,30,3.4285714285714284,3,0,0,0,Negative
770,saved ios7s reveal go phones,-0.4,11,11,62,4.7272727272727275,5,1,0,0,Negative
771,allre standing really really good chance lawsuit unless best friend right thats,-0.4,25,26,137,4.48,10,0,0,0,Negative
772,matthouse15 havent came ios7 yet ill never know,-0.4,13,13,75,4.846153846153846,3,0,0,0,Negative
773,16 gigs storage even considered sufficient,-0.4,10,10,60,5.1,3,0,1,0,Negative
774,im pretty sure purchased nokias old ring tones ms ios 7 lame 2002 8bitsound,-0.4,17,17,97,4.764705882352941,2,3,0,1,Negative
775,natz0711 mishi_za samsungsa infrastructure quite yet,-0.4,9,9,72,7.111111111111111,2,0,0,0,Negative
776,seriously carry two devices iphone walkman fm nano iphone chips support fm make happen,-0.4,26,26,140,4.423076923076923,7,2,0,3,Negative
777,joshanderson09 itards,-0.4,3,3,30,9.333333333333334,0,1,0,0,Negative
778,0 storage left texts send texts k thank,-0.4,18,18,77,3.3333333333333335,6,0,1,2,Negative
779,bbm4all havent approved app ios yet,-0.4,14,14,74,4.357142857142857,6,1,0,1,Negative
780,vp marketing quiet photogs let iphone photography httphtlyoptod condescension anyone,-0.4,16,17,124,6.75,3,2,0,1,Negative
781,phone autocorrects five fivefifths thanks im outchea,-0.4,9,9,64,6.222222222222222,1,0,0,0,Negative
782,almost half grand iphone 5cheap bit steep,-0.4,13,13,65,4.076923076923077,5,0,0,0,Negative
783,phone omfg ima need together,-0.4,11,14,59,4.181818181818182,3,0,0,3,Negative
784,really looking video iphone 5s like afford logs website,-0.4,24,24,119,4.0,9,0,0,2,Negative
785,tom_fairclough9 last longer hour actually use like supposed,-0.4,17,17,100,4.9411764705882355,6,0,0,0,Negative
786,goddessvicky jarvis could replace siri think,-0.4,11,11,70,5.454545454545454,3,0,0,0,Negative
787,fulltimebro ohhhhhh need new phone die,-0.4,12,12,74,5.25,5,0,0,0,Negative
788,im happy year lies finally called white iphone really silver,-0.4,21,21,108,4.190476190476191,9,0,0,0,Negative
789,discontinues cards app printing service recommends using iphoto instead httphtlyopzo9,-0.4,12,12,105,7.833333333333333,1,1,0,0,Negative
790,needs uvvu bandwagon new movies coming without itunes redemption codes sad,-0.4,21,21,120,4.761904761904762,7,1,0,1,Negative
791,ipod cracked halp,-0.4,5,5,27,4.6,1,0,0,0,Negative
792,cmon better pictwittercomzrjco2lejn,-0.4,7,7,59,7.571428571428571,3,0,0,0,Negative
793,alleen kapotte batterij vervangen telefoon al twee weken kwijt bad service,-0.4,14,14,93,5.714285714285714,0,1,0,0,Negative
794,google nexus4 199 wo contract iphone 5c 549 wo contract theres premium theres yikes httpsharesijr3q,-0.4,17,17,131,6.764705882352941,1,2,0,1,Negative
795,u make better chargers,-0.4,6,6,36,5.166666666666667,1,0,0,0,Negative
796,siri mean pictwittercom8c6idlywtc,-0.4,8,8,58,6.375,4,0,0,0,Negative
797,om malik likes doesnt like new iphones httpbuffly1egmopu,-0.4,13,13,89,5.923076923076923,4,0,0,0,Negative
798,well well motorola using twitter fire back news go adambain pictwittercom75hrorixpc,-0.4,15,15,114,6.666666666666667,2,0,0,0,Negative
799,telcos worst consumer companies us make look like childrens show lol millerjr99,-0.4,20,20,118,4.95,5,0,0,1,Negative
800,hurry ios7 fs,-0.4,6,6,28,3.8333333333333335,2,0,0,0,Negative
801,one katy smh,-0.4,6,6,26,3.5,2,0,0,0,Negative
802,wonder come takes 10 days unsubscribe ems join email list milliseconds p,-0.4,25,25,130,4.24,11,0,1,3,Negative
803,dont think linking guys rt popsci infographic buy new iphone httppopsci14mhgof,-0.4,20,21,129,5.45,6,0,0,2,Negative
804,customer service 2nd day trying new phone staff rude blows appt times time switch soho,-0.4,26,26,137,4.3076923076923075,7,2,0,0,Negative
805,avoninspire omg,-0.4,4,4,29,6.5,0,0,0,0,Negative
806,since yall stopped sellin iphone 5 lower prices pay quicker iphone 5s,-0.4,27,27,130,3.8518518518518516,12,0,1,1,Negative
807,dgdtheband like theyre driving demand album releasing one song,-0.4,17,17,100,4.9411764705882355,7,0,0,0,Negative
808,waay many people waiting applecare era would acceptable commodity pictwittercomhgzytex3ya,-0.4,19,19,135,6.157894736842105,8,2,0,0,Negative
809,want finger prints nsa,-0.4,8,8,45,4.75,2,0,0,1,Negative
810,jeanettehayes company literally,-0.4,11,11,68,5.2727272727272725,5,0,0,0,Negative
811,1jazzyjeff,-0.4,4,4,30,6.75,1,0,0,0,Negative
812,darn isnt middle finger emoji yetits needed,-0.4,14,14,124,7.928571428571429,5,0,0,0,Negative
813,ok iphone 5c looks weird different previous products,-0.4,17,17,97,4.764705882352941,6,1,0,1,Negative
814,yo smart butt always tryna correct know wtf put dont reddots aint aint aint even word,-0.4,27,27,134,4.0,7,0,0,6,Negative
815,discontinues cards app printing service recommends using iphoto instead httphtlyopzms,-0.4,12,12,105,7.833333333333333,1,1,0,0,Negative
816,yh news stock falls analysts boo iphone 5c pricing stock nasdaq aapl near fr httpbitlyyh1pyu,-0.4,22,23,135,5.136363636363637,4,0,0,4,Negative
817,desaparecido el iphone 5 de la web de descontinuado ah ok el 4s sigue en venta que increible son esta gente de,-0.4,25,25,130,4.24,1,0,1,3,Negative
818,mog_sharif dougrtequan android apples microsoft everybody likes android,-0.4,10,10,89,8.0,1,1,0,0,Negative
819,guardiansustbiz facebook amazon notgoodenough csr dr_lara_zib,-0.4,7,7,74,9.714285714285714,0,2,0,1,Negative
820,vp marketing quiet photogs let iphone photography httphtlyoptmg condescension anyone,-0.4,16,17,124,6.75,3,2,0,1,Negative
821,cannot change server seed gamemode whitelist approves mcpe 075 ios,-0.4,17,18,98,4.764705882352941,5,0,0,2,Negative
822,yld_thng thought preorders started today website lied,-0.4,10,10,71,6.2,1,0,0,1,Negative
823,discontinuing iphone5 undercut ppl wanted 2 1 drops 2 iphone5c new 5s sale,-0.4,29,29,140,3.8620689655172415,8,2,3,1,Negative
824,could make chargers dont rip 5 days thatd great,-0.4,15,15,76,4.133333333333334,5,0,1,0,Negative
825,didnt comment wether nsa involved development touch id access encrypted data stored,-0.4,25,25,138,4.56,13,1,0,2,Negative
826,lost latest product announces evolutionary revolutionary new android looking goodtime switch,-0.4,19,21,136,6.105263157894737,4,0,0,0,Negative
827,liberationtech tribiztech disaster make biometric id 1 selling point iphone post snowden ggreenwald world,-0.4,21,22,137,5.523809523809524,6,2,0,1,Negative
828,etgoldnews announces gold iphone price gold drops,-0.4,13,14,78,5.0,4,0,0,0,Negative
829,howswelegant bubblemania laurenjessa f happened phone,-0.4,13,13,96,6.461538461538462,3,0,0,1,Negative
830,aint getting email notifications,-0.4,8,8,49,5.25,1,0,0,1,Negative
831,love products hate inefficiencies genius bar make apt still need wait 30mins http4sqcom1eoiu9d,-0.4,21,21,136,5.523809523809524,6,0,0,1,Negative
832,hello new iphone going scratch every time touch crash messages,-0.4,20,20,105,4.3,8,0,0,0,Negative
833,aiming high end iphones classic httpusatly19ofic1 via usatoday,-0.4,12,13,87,6.25,3,0,0,1,Negative
834,mi banca rota es culpa de,-0.4,8,8,35,3.5,0,0,0,0,Negative
835,iphone5s rs 6000 usa 40000 india appletweets iphone rip india rupeefalling,-0.4,17,17,111,5.588235294117647,3,7,2,0,Negative
836,im agreement alaric isnt nfc iphone iphone polar_moment httplnkdinbncwbj3,-0.4,16,16,115,6.25,5,1,0,1,Negative
837,iphone cracked new ones coming,-0.4,10,10,53,4.4,3,0,0,0,Negative
838,vp marketing quiet photogs let iphone photography httphtlyoptjb condescension anyone,-0.4,16,17,124,6.75,3,2,0,1,Negative
839,5s 199 us 719 canada,-0.4,15,15,57,2.8666666666666667,6,0,0,1,Negative
840,iphone4 many broken features basic operation difficult cannot wait til sept 20 new phone firstworldproblems,-0.4,23,23,139,5.086956521739131,5,1,1,0,Negative
841,vp marketing quiet photogs let iphone photography httphtlyopter condescension anyone,-0.4,16,17,124,6.75,3,2,0,1,Negative
842,13apple store,-0.4,4,4,82,19.75,0,0,0,0,Negative
843,punk240z come arent also defending female condom,-0.4,11,11,70,5.454545454545454,4,0,0,0,Negative
844,pgaffii yes phone acting strange since tuesday,-0.4,11,11,68,5.2727272727272725,2,0,0,1,Negative
845,missed key security opps w fingerprint scanner eg scanningsending prints iphone thieves theft deterrent recovery aid cc,-0.4,21,21,138,5.619047619047619,1,1,0,1,Negative
846,sept 13 sbd global sunderland safcofficial signs deal tanzania cth sues epl mobile apps httpbddyme14pxi6q,-0.4,18,18,135,6.555555555555555,2,0,1,3,Negative
847,really wished let preorder iphone5s dont want 20th thats soooo far away,-0.4,23,23,120,4.260869565217392,8,0,0,2,Negative
848,banned iphone 5c promo httpyoutubedu0q_ahcb1s,-0.4,6,7,59,8.833333333333334,0,1,0,1,Negative
849,richp nope appledevcenter,-0.4,9,9,50,4.666666666666667,4,0,0,0,Negative
850,true camera imac never turns always watching privacy,-0.4,19,19,98,4.2105263157894735,8,2,0,0,Negative
851,oh didnt realize 5c thats presale tomorrow boo,-0.6,13,13,72,4.615384615384615,5,0,0,0,Negative
852,say windows8 least go microsoft store hard copy os wtf,-0.6,25,25,118,3.76,12,2,0,3,Negative
853,mightttt losing money,-0.6,5,5,31,5.4,1,0,0,0,Negative
854,antoneg thanks including us disappoint businesses iphone 5s fingerprint scanner httpowlyomtkb,-0.6,17,17,130,6.705882352941177,4,1,0,1,Negative
855,hey delta iphone app messed keeps showing notifications lock screen even disabled look hack,-0.6,23,23,139,5.086956521739131,6,1,0,0,Negative
856,yall finger print scanner cant yall weather app accurate joke,-0.6,20,20,105,4.3,7,0,0,0,Negative
857,iphone 5c 5 cheap plastic worth money metal forever right,-0.6,17,19,92,4.352941176470588,3,0,1,1,Negative
858,lawschoolsrat see problem,-0.6,11,11,63,4.818181818181818,2,0,0,0,Negative
859,5c sells 199 us 40k india come cheap,-0.6,20,22,96,3.75,8,0,0,2,Negative
860,needs address battery life current phones instead producing pushing new ones,-0.6,19,19,108,4.7368421052631575,6,0,0,0,Negative
861,google buy bbry would put nail microsoft coffin ko blackberry app issue would end google dominate enterprise,-0.6,23,23,140,5.130434782608695,5,0,0,2,Negative
862,fingerprint information people accidentally stored demo phones stores basically free4all keynote iphone5s,-0.6,19,19,137,6.2631578947368425,5,2,0,0,Negative
863,imessages wont send k,-0.6,5,5,29,5.0,1,0,0,0,Negative
864,dear ios7 miss clear obvious button red text isnt enough simple mind,-0.6,19,19,96,4.105263157894737,6,0,0,1,Negative
865,anyone else irritated still hasnt figured make flash work mobile devices corporatebully,-0.6,20,20,128,5.45,7,2,0,0,Negative
866,aaaaaapple paawey stuff dis old stuffjx bright colors,-0.6,9,9,71,7.0,0,0,0,0,Negative
867,icloud taking 4 hours upload 2 gb stupid really need twitter account,-0.6,21,21,103,3.9523809523809526,8,0,2,1,Negative
868,new iphone make drop innovation products smartphone beat better cheap,-0.6,24,24,133,4.583333333333333,13,1,0,0,Negative
869,swear wont buy locked developer phone anymore cc windowsphone,-0.6,14,14,80,4.785714285714286,2,0,0,2,Negative
870,stuck traditional black white classy look,-0.6,12,12,69,4.833333333333333,5,0,0,0,Negative
871,yh news shares fall iphone event inc shares tumbled day company launche httpbitlyyh1pyu,-0.6,20,21,135,5.75,3,0,0,1,Negative
872,smh rt cemorecake718 rt swagga_l worst rt mati_ucurvegawd yooo iphone 5 battery sus,-0.6,19,20,114,5.0,3,0,1,6,Negative
873,vp marketing quiet photogs let iphone photography httphtlyoptny condescension anyone,-0.6,16,17,124,6.75,3,2,0,1,Negative
874,right mind going pay much plastic iphone r u joking pictwittercomilb1xrqikd,-0.6,23,23,126,4.521739130434782,9,0,0,1,Negative
875,ichooseblackberry10 syncing files pc easier dont need itunes,-0.6,17,17,100,4.9411764705882355,8,1,0,2,Negative
876,hasnt created leave option group messaging yet im sure,-0.6,15,15,85,4.733333333333333,5,0,0,0,Negative
877,shares drop complacency level powerful individuals companies corporations empires samsung google next,-0.6,18,18,137,6.666666666666667,5,0,0,0,Negative
878,brat,-0.6,2,2,11,5.0,0,0,0,0,Negative
879,way nokia_uk burned,-0.6,6,6,36,5.166666666666667,1,0,0,0,Negative
880,rt swagga_l worst rt mati_ucurvegawd yooo iphone 5 battery sus,-0.6,16,17,91,4.6875,3,0,1,5,Negative
881,hey nokia called want colourful unibody polycarbonate design back windowsphone,-0.6,14,15,104,6.428571428571429,2,0,0,0,Negative
882,samsung made waterproof phonein ace,-0.6,9,9,55,5.222222222222222,2,0,0,0,Negative
883,phone died 10 excuse thats works,-0.6,13,13,61,3.769230769230769,5,0,0,0,Negative
884,lost three weeks worth social media posts wifi likes gotdarn thing yall need fix,-0.6,26,26,134,4.1923076923076925,10,0,0,0,Negative
885,r u joking fake steve jobs miss dont crazy pictwittercompshfqmmnlt,-0.6,18,18,110,5.166666666666667,6,0,0,1,Negative
886,cheerios extra give freakin rest,-0.6,8,8,47,5.0,2,0,0,0,Negative
887,phone broke,-0.6,3,3,18,5.333333333333333,0,0,0,0,Negative
888,think iphone5s fingerprint scanner idea submitted support 2005 took long support process,-0.6,24,24,140,4.875,9,0,1,1,Negative
889,chose could make one coulour pictwittercomfocsb1fmqc,-0.6,16,16,98,5.1875,9,0,0,0,Negative
890,shares plummet pricey iphone5c fails hit spot china itproportal httpowlyoorai,-0.6,16,16,110,5.9375,4,2,0,0,Negative
891,ceo cdp asks refusing divulge carbon emissions data archrival samsung outperforming httpbitly18xc8dk,-0.6,18,18,135,6.555555555555555,4,0,0,2,Negative
892,video microsoft making fun privet freak,-0.6,16,17,88,4.5,8,0,0,1,Negative
893,getting away product offering simplification heading complexity got trouble,-0.6,21,21,133,5.380952380952381,9,0,0,0,Negative
894,appstore appleinsider canadians always paying 5c usa99 canada599 rofl edtech pictwittercome6nvt28xkt,-0.6,17,17,138,7.176470588235294,1,2,0,3,Negative
895,coining fingergate new iphone 5s fingerprint reader fails locks phone,-0.6,19,19,111,4.894736842105263,6,1,0,0,Negative
896,wont phone stay charged,-0.6,7,7,37,4.428571428571429,2,0,0,0,Negative
897,thanks email asking buy extremely overpriced phones australia thanks though applerort,-0.6,19,19,120,5.368421052631579,6,1,0,0,Negative
898,u make sustainable chargers headphones stop buying morebut thats probably ur plan,-0.6,19,19,115,5.105263157894737,5,0,0,1,Negative
899,ertaysh course seems like losing touch wow tech crowd common man doesnt know better yet,-0.6,26,26,134,4.1923076923076925,10,0,0,0,Negative
900,bogus release highend phone basically make obsolete year laterfor 2nd time pictwittercomicb7csr5js,-0.6,22,22,144,5.590909090909091,8,0,0,0,Negative
901,like say arrogance mt joconfino facebook amazon refuse 2 divulge carbon emissions data cdp httpbitly18xc8dk,-0.6,18,18,131,6.333333333333333,2,0,1,2,Negative
902,pleased allowing wallmart discount new phones give anything,-0.6,16,16,98,5.1875,7,0,0,0,Negative
903,want album covers pictures give em back pictwittercomykaiihu6yy,-0.6,14,14,95,5.857142857142857,3,0,0,1,Negative
904,delilahevening pickadilly7 lame,-0.6,7,7,54,6.857142857142857,2,0,0,0,Negative
905,12 battery feel like dying,-0.6,11,11,52,3.8181818181818183,3,0,0,2,Negative
906,iphone 5c baixou um espirito de escola de samba pessoal da ficou feio de doer,-0.6,18,19,93,4.166666666666667,1,2,0,0,Negative
907,trying royally screw wait 2 weeks warranty runs send phone fixed,-0.6,25,25,123,3.96,12,0,1,0,Negative
908,im impressed iphone5s iphone5c needs innovate survive httpexmnr15tsudj via examinercom,-0.6,17,18,129,6.588235294117647,6,2,0,0,Negative
909,consider warned thereval wants bite httpsharesiz8kj diversity simply racebaiting tcot,-0.6,17,20,136,6.882352941176471,1,3,0,0,Negative
910,agree rt joconfino nothing short disgrace facebook amazon refuse 2 divulge carbon emissions cdp httpbitly18xc8dk,-0.6,19,19,138,6.315789473684211,3,0,1,2,Negative
911,hella secretive iphone 5s design jawn look old ish,-0.6,20,20,101,4.1,7,0,0,0,Negative
912,found apples iphone announcement massively underwhelming ooooooooooo colours,-0.6,13,13,100,6.769230769230769,4,1,0,0,Negative
913,jokers making golden iphones still making chargers outta playdoh,-0.6,14,14,90,5.5,3,0,0,0,Negative
914,wsdot_traffic dont forget steer clear applecom iphone 5c preorders fear,-0.6,13,14,88,5.769230769230769,4,1,0,1,Negative
915,5s siri understand black people,-0.6,10,10,52,4.3,2,0,0,1,Negative
916,deliberately lock phone button old devices purpose anticipation fingerprint scanner 5s 5c release,-0.6,23,23,139,5.086956521739131,8,0,0,2,Negative
917,2shaneez omfg messed,-0.6,8,8,44,4.625,4,0,0,0,Negative
918,tf ios7,-0.6,5,5,23,3.8,2,0,0,0,Negative
919,article joconfino facebook amazon minority big biz failing report investors cdp httpbitly14oq6bd,-0.6,20,20,138,5.95,7,0,0,0,Negative
920,conspiracy theorist saying adding fingerprint protection new iphone exactly nsa wants noprivacy,-0.6,22,22,137,5.2727272727272725,9,1,0,1,Negative
921,refusing divulge carbon emissions data archrival samsung outperforming httpbitly18xc8dk sustainability,-0.6,15,16,135,8.0,3,1,0,0,Negative
922,hey tf wont iphone 5s recognize pictwittercomagel53hcjh,-0.6,11,11,82,6.545454545454546,3,0,0,1,Negative
923,oh wow guys release info 5s sudden phone dont wanna charge brats,-0.8,21,21,107,4.142857142857143,8,0,0,0,Negative
924,bouta finally cop lol rt __bh__ im pissed pages free refund buying lol,-0.8,23,23,121,4.304347826086956,7,0,0,4,Negative
925,ios7 actually really big copy windows stay original,-0.8,12,12,69,4.833333333333333,3,2,0,3,Negative
926,honest think iphone5c looks bit tacky iphone5c,-0.8,12,12,69,4.833333333333333,2,2,0,0,Negative
927,breaking news leapmotion acquires newton resale rights selling two devices huge disappointment,-0.8,17,17,121,6.176470588235294,2,0,0,0,Negative
928,thx fr offer fr new plastic iphone hello kitty makes n equally impressive one besides youve made samsung,-0.8,26,26,140,4.423076923076923,8,1,0,0,Negative
929,much iphone5c cheap version msm reporting available 99preorder store 899 dodgy,-0.8,21,21,132,5.333333333333333,8,3,0,0,Negative
930,rt swagga_l worst rt mati_ucurvegawd yooo iphone 5 battery sus,-0.8,16,17,91,4.6875,3,0,1,5,Negative
931,ios7 imovie free want 5 bucks back,-0.8,13,13,60,3.6923076923076925,4,0,1,1,Negative
932,failed big time new iphones happened budget phone,-0.8,16,16,91,4.75,6,1,0,0,Negative
933,im pissed pages free refund buying lol,-0.8,16,16,78,3.9375,7,0,0,2,Negative
934,7evenstarz im fan boy rather disappointed recently hardly stupid successful reason,-0.8,22,22,133,5.090909090909091,9,0,0,0,Negative
935,provide detailed technical specifications new devices tear downs reveal information anyways,-0.8,19,19,131,5.947368421052632,5,0,0,0,Negative
936,ipad gone store sky tech support genius use frustrated fridaythe13th ipad,-0.8,24,24,129,4.416666666666667,10,3,0,0,Negative
937,watch every press conference waiting one thing probably never going happen misssteve,-0.8,19,20,119,5.2631578947368425,4,1,0,1,Negative
938,wanna explain phone reset 2005,-0.8,12,12,63,4.333333333333333,6,0,0,0,Negative
939,set alarm didnt wake fix,-0.8,13,13,55,3.3076923076923075,8,0,0,0,Negative
940,new iphone size price would new one fingerprint bybye hello android,-0.8,23,23,118,4.173913043478261,8,1,0,1,Negative
941,expect reimbursed time cannot download ios 7 betas developer,-0.8,20,20,105,4.3,8,0,1,2,Negative
942,hey tv quite annoying put password every video want watch yes one using uggh,-0.8,31,31,140,3.5483870967741935,12,1,0,3,Negative
943,stop updating phones every six months instead make chargers longer 4 inches,-0.8,16,16,96,5.0625,3,0,1,0,Negative
944,really starting piss hey whats deal iphone5 acting like jerk,-0.8,19,19,100,4.315789473684211,6,0,0,0,Negative
945,stayed really late order new iphone5s find preorders bitter noinfoonwebsite,-0.8,21,21,124,4.9523809523809526,9,3,0,1,Negative
946,nothing new iphone httpgooglilvi5t,-0.8,6,6,52,7.833333333333333,1,0,0,0,Negative
947,electrafood emmma_hemmings twitter done,-0.8,10,10,71,6.2,5,1,0,1,Negative
948,please rid bird tweet text alert iphones itsfreakingannoying,-0.8,13,13,84,5.538461538461538,3,1,0,0,Negative
949,incremental upgrade really require event,-0.8,9,9,61,5.888888888888889,3,0,0,0,Negative
950,definitely missed trick iphone 5c instead something based ipod nano brought plastic iphone 5,-0.8,24,24,133,4.583333333333333,9,0,1,1,Negative
951,shameful facebook amazon caterpillar refusing disclose greenhousegas emissions cdp,-0.8,13,13,109,7.461538461538462,3,1,0,1,Negative
952,even automakers innovating faster check nissans smartwatch httpowlyopjzk httpowlyi38hxx,-0.8,13,14,123,8.461538461538462,3,1,0,0,Negative
953,blogdiva complete nobrainer suckingup government hearings certaintyno taxesw fingerprint database ofa,-0.8,17,17,137,7.117647058823529,3,0,0,2,Negative
954,fix,-0.8,3,3,16,4.666666666666667,0,0,0,2,Negative
955,go away wtf pictwittercomfrvugeo5ad,-0.8,7,7,56,7.142857142857143,2,0,0,0,Negative
956,wilcoxaj tmcconnon youre iphone life meaning dont work fun,-0.8,18,18,108,5.055555555555555,10,1,0,0,Negative
957,itunesfestival fail good luck trying watch sireltonjohn video feed wonderful audio absolutely poor video,-0.8,17,19,125,6.294117647058823,2,2,0,0,Negative
958,http9gagtvv1132 hahahahaha face,-0.8,6,8,54,7.833333333333333,2,0,0,0,Negative
959,freak new iphone hello help,-0.8,7,7,41,5.0,0,0,0,0,Negative
960,lmao well done im absolutely sure u know exactly youre smh,-0.8,15,16,84,4.6,4,0,0,1,Negative
961,uses chinese labor cheap materials reduce price iphone 5c still wont cut profits make affordable china irony,-0.8,24,24,140,4.875,7,1,0,1,Negative
962,punk240z isnt achieving normal faster processor hobbled lack ram reap 64bit benefits,-0.8,24,24,135,4.666666666666667,11,0,0,0,Negative
963,phonebloksinc ever happen im sorry iphoneteam crying wont see market lol,-0.8,22,22,132,5.045454545454546,11,0,0,0,Negative
964,emojis im mad b4 black ppl try harder,-0.8,11,11,79,6.2727272727272725,2,0,0,0,Negative
965,submit 40mb ios app tells us added enough stuff 55mb 3g dnld limit wtf,-0.8,25,25,124,4.0,9,0,0,4,Negative
966,phone stopped working minute powered wouldnt turn back almost heart attack omfg wtf,-0.8,26,26,137,4.3076923076923075,11,0,0,1,Negative
967,trying create hype like nike fail,-0.8,8,8,44,4.625,1,1,0,0,Negative
968,ugh literally day phone spazzes says sim card turn completely takes forever ihy,-0.8,27,27,136,4.074074074074074,12,0,0,0,Negative
969,punk240z im done im really curious opinion female condom,-0.8,16,16,89,4.625,6,0,0,0,Negative
970,hey invest money making betterstronger cords iphone whatnot,-0.8,17,17,102,5.0588235294117645,8,0,0,0,Negative
971,tbh always love black gold jesus fjaskdghdka hate,-0.8,12,12,65,4.5,3,0,0,0,Negative
972,news 1 battery sort,-0.8,12,12,58,3.9166666666666665,7,0,0,0,Negative
973,longer innovates says man helped steve jobs design mac httpbitly181zl8g,-0.8,16,17,106,5.625,2,0,0,0,Negative
974,itunes updated lost music phone cant back library thanks,-0.8,24,24,116,3.875,0,0,0,24,Negative
975,itunes make push play 5 times rent movie,-0.8,14,14,67,3.857142857142857,5,0,1,0,Negative
976,phone frozen hour im rekaly ok,-0.8,12,12,56,3.75,0,0,0,12,Negative
977,complain ripping australians instantly scam tries tell new iphone oh internet silly,-0.8,27,27,139,4.185185185185185,12,0,0,3,Negative
978,happend calling within 24 hours,-0.8,9,9,50,4.666666666666667,2,0,1,0,Negative
979,got wrong needed improved battery wo sacrifice performance iphone5s delivers opposite go figure good phone anyway,-0.8,21,21,140,5.714285714285714,3,1,0,0,Negative
980,really emperorsnewclothes joke really dont know meaning variety wp beat pictwittercomd8hsgvughg,-0.8,19,19,138,6.315789473684211,5,2,0,1,Negative
981,warning new iphone put identity risk httponforbes17uvr33 via forbes cybersecurity crime fingerprint,-0.8,17,20,138,7.0,0,5,0,0,Negative
982,thought said iphone 5c would cheaper whole retail 528 serious cheap price,-0.8,25,25,128,4.16,11,0,0,1,Negative
983,seriously siri rejected sorry cannot help please try later maybe need cloud services ibm,-0.8,22,22,130,4.954545454545454,4,0,0,2,Negative
984,richellelittle delilahevening seriously skype years,-0.8,10,10,76,6.7,4,0,0,1,Negative
985,release waterproof iphone 5s within 6 months shutting doors httpwwwmacobservercomtmodeath_knell,-0.8,20,21,149,6.45,8,0,1,0,Negative
986,either ppl follow r anti 5s5c announcement didnt really impress much one talking abt 2 days later,-0.8,28,28,139,4.0,9,0,1,1,Negative
987,wish could figure alarm works delete alarm means dont want go isthatsohardtounderstand,-0.8,25,25,135,4.44,8,1,0,3,Negative
988,made day iphone users pretty gullible video httptinyurlcomnhou46g,-0.8,13,13,96,6.461538461538462,3,1,0,0,Negative
989,course day announce new iphone lock button randomly stops working iphone5problems,-0.8,18,18,114,5.388888888888889,5,1,0,0,Negative
